match_date,kot,round_type,season_round,home_team,away_team,home_score,away_score,referee,stadium,attendance,season
07/12/2016,8:45 pm,Regular round,Group F,Legia Warszawa,Sporting CP,1,0,Gianluca Rocchi,Stadion Miejski im. Marszałka Józefa Piłsudskiego,28232,2016
07/12/2016,8:45 pm,Regular round,Group F,Real Madrid,Borussia Dortmund,2,2,Szymon Marciniak,Santiago Bernabéu,76894,2016
14/09/2016,8:45 pm,Regular round,Group G,FC Porto,FC Copenhagen,1,1,Matej Jug,Estádio do Dragão,34325,2016
14/09/2016,8:45 pm,Regular round,Group G,Club Brugge KV,Leicester City,0,3,Anastasios Sidiropoulos,Jan-Breydel-Stadion,20970,2016
27/09/2016,8:45 pm,Regular round,Group G,Leicester City,FC Porto,1,0,Cüneyt Cakir,King Power Stadium,31805,2016
27/09/2016,8:45 pm,Regular round,Group G,FC Copenhagen,Club Brugge KV,4,0,Craig Thomson,Parken,25605,2016
18/10/2016,8:45 pm,Regular round,Group G,Club Brugge KV,FC Porto,1,2,Paolo Tagliavento,Jan-Breydel-Stadion,23372,2016
18/10/2016,8:45 pm,Regular round,Group G,Leicester City,FC Copenhagen,1,0,Nicola Rizzoli,King Power Stadium,31037,2016
02/11/2016,8:45 pm,Regular round,Group G,FC Copenhagen,Leicester City,0,0,Dr. Felix Brych,Parken,34146,2016
02/11/2016,8:45 pm,Regular round,Group G,FC Porto,Club Brugge KV,1,0,Undiano Mallenco,Estádio do Dragão,32310,2016
22/11/2016,8:45 pm,Regular round,Group G,Leicester City,Club Brugge KV,2,1,Ruddy Buquet,King Power Stadium,31443,2016
22/11/2016,8:45 pm,Regular round,Group G,FC Copenhagen,FC Porto,0,0,Milorad Mazic,Parken,32036,2016
07/12/2016,8:45 pm,Regular round,Group G,Club Brugge KV,FC Copenhagen,0,2,Michael Oliver,Jan-Breydel-Stadion,18981,2016
07/12/2016,8:45 pm,Regular round,Group G,FC Porto,Leicester City,5,0,Felix Zwayer,Estádio do Dragão,39310,2016
14/09/2016,8:45 pm,Regular round,Group H,Juventus FC,Sevilla FC,0,0,Deniz Aytekin,Allianz Stadium,33261,2016
14/09/2016,8:45 pm,Regular round,Group H,Olympique Lyon,GNK Dinamo Zagreb,3,0,Martin Strömbergsson,Groupama Stadium,43754,2016
27/09/2016,8:45 pm,Regular round,Group H,Sevilla FC,Olympique Lyon,1,0,Bas Nijhuis,Ramón Sánchez-Pizjuán,36741,2016
27/09/2016,8:45 pm,Regular round,Group H,GNK Dinamo Zagreb,Juventus FC,0,4,Jorge Sousa,Maksimir,23875,2016
18/10/2016,8:45 pm,Regular round,Group H,GNK Dinamo Zagreb,Sevilla FC,0,1,Michael Oliver,Maksimir,6021,2016
18/10/2016,8:45 pm,Regular round,Group H,Olympique Lyon,Juventus FC,0,1,Szymon Marciniak,Groupama Stadium,53907,2016
02/11/2016,8:45 pm,Regular round,Group H,Sevilla FC,GNK Dinamo Zagreb,4,0,Felix Zwayer,Ramón Sánchez-Pizjuán,35212,2016
02/11/2016,8:45 pm,Regular round,Group H,Juventus FC,Olympique Lyon,1,1,Björn Kuipers,Allianz Stadium,40356,2016
22/11/2016,8:45 pm,Regular round,Group H,GNK Dinamo Zagreb,Olympique Lyon,0,1,Pavel Kralovec,Maksimir,7834,2016
22/11/2016,8:45 pm,Regular round,Group H,Sevilla FC,Juventus FC,1,3,Mark Clattenburg,Ramón Sánchez-Pizjuán,38942,2016
07/12/2016,8:45 pm,Regular round,Group H,Olympique Lyon,Sevilla FC,0,0,Jonas Eriksson,Groupama Stadium,52423,2016
07/12/2016,8:45 pm,Regular round,Group H,Juventus FC,GNK Dinamo Zagreb,2,0,Anthony Taylor,Allianz Stadium,39380,2016
14/02/2017,8:45 PM  2nd leg:,Regular round,last 16 1st leg,SL Benfica,Borussia Dortmund,1,0,Nicola Rizzoli,Estádio da Luz,55124,2016
14/02/2017,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Paris Saint-Germain,FC Barcelona,4,0,Szymon Marciniak,Parc des Princes,46484,2016
15/02/2017,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Bayern Munich,Arsenal FC,5,1,Milorad Mazic,Allianz Arena,70000,2016
15/02/2017,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Real Madrid,SSC Napoli,3,1,Damir Skomina,Santiago Bernabéu,78000,2016
21/02/2017,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Manchester City,AS Monaco,5,3,Mateu Lahoz,Etihad Stadium,53351,2016
21/02/2017,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Bayer 04 Leverkusen,Atlético de Madrid,2,4,Willie Collum,BayArena,29300,2016
22/02/2017,8:45 PM  2nd leg:,Regular round,last 16 1st leg,FC Porto,Juventus FC,0,2,Dr. Felix Brych,Estádio do Dragão,49229,2016
22/02/2017,8:45 PM  2nd leg:,Regular round,last 16 1st leg,Sevilla FC,Leicester City,2,1,Clément Turpin,Ramón Sánchez-Pizjuán,38834,2016
07/03/2017,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Arsenal FC,Bayern Munich,1,5,Anastasios Sidiropoulos,Emirates Stadium,59911,2016
07/03/2017,8:45 PM  1st leg:,Regular round,last 16 2nd leg,SSC Napoli,Real Madrid,1,3,Cüneyt Cakir,Stadio Diego Armando Maradona,56695,2016
08/03/2017,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Borussia Dortmund,SL Benfica,4,0,Martin Atkinson,SIGNAL IDUNA PARK,65849,2016
08/03/2017,8:45 PM  1st leg:,Regular round,last 16 2nd leg,FC Barcelona,Paris Saint-Germain,6,1,Deniz Aytekin,Spotify Camp Nou,96290,2016
14/03/2017,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Juventus FC,FC Porto,1,0,Ovidiu Hategan,Allianz Stadium,41161,2016
14/03/2017,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Leicester City,Sevilla FC,2,0,Daniele Orsato,King Power Stadium,31520,2016
15/03/2017,8:45 PM  1st leg:,Regular round,last 16 2nd leg,AS Monaco,Manchester City,3,1,Gianluca Rocchi,Stade Louis-II,15700,2016
15/03/2017,8:45 PM  1st leg:,Regular round,last 16 2nd leg,Atlético de Madrid,Bayer 04 Leverkusen,0,0,Sergey Karasev,Vicente Calderón,49133,2016
11/04/2017,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Juventus FC,FC Barcelona,3,0,Szymon Marciniak,Allianz Stadium,41092,2016
12/04/2017,6:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Borussia Dortmund,AS Monaco,2,3,Daniele Orsato,SIGNAL IDUNA PARK,65849,2016
12/04/2017,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Bayern Munich,Real Madrid,1,2,Nicola Rizzoli,Allianz Arena,70000,2016
12/04/2017,8:45 PM  2nd leg:,Regular round,Quarter-Finals 1st leg,Atlético de Madrid,Leicester City,1,0,Jonas Eriksson,Vicente Calderón,51423,2016
18/04/2017,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Real Madrid,Bayern Munich,4,2,Viktor Kassai,Santiago Bernabéu,78346,2016
18/04/2017,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,Leicester City,Atlético de Madrid,1,1,Gianluca Rocchi,King Power Stadium,31548,2016
19/04/2017,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,FC Barcelona,Juventus FC,0,0,Björn Kuipers,Spotify Camp Nou,96290,2016
19/04/2017,8:45 PM  1st leg:,Regular round,Quarter-Finals 2nd leg,AS Monaco,Borussia Dortmund,3,1,Damir Skomina,Stade Louis-II,17135,2016
02/05/2017,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,Real Madrid,Atlético de Madrid,3,0,Martin Atkinson,Santiago Bernabéu,77609,2016
03/05/2017,8:45 PM  2nd leg:,Regular round,Semi-Finals 1st Leg,AS Monaco,Juventus FC,0,2,Mateu Lahoz,Stade Louis-II,16762,2016
09/05/2017,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,Juventus FC,AS Monaco,2,1,Björn Kuipers,Allianz Stadium,40244,2016
10/05/2017,8:45 PM  1st leg:,Regular round,Semi-Finals 2nd Leg,Atlético de Madrid,Real Madrid,2,1,Cüneyt Cakir,Vicente Calderón,53422,2016
03/06/2017,8:45 pm,Regular round,Final,Juventus FC,Real Madrid,1,4,Dr. Felix Brych,Millennium Stadium,65842,2016
12/09/2017,8:45 pm,Regular round,Group A,SL Benfica,CSKA Moscow,1,2,Undiano Mallenco,Estádio da Luz,38323,2017
12/09/2017,8:45 pm,Regular round,Group A,Manchester United,FC Basel 1893,3,0,Ruddy Buquet,Old Trafford,73854,2017
27/09/2017,8:45 pm,Regular round,Group A,FC Basel 1893,SL Benfica,5,0,Craig Thomson,St. Jakob-Park,34111,2017
27/09/2017,8:45 pm,Regular round,Group A,CSKA Moscow,Manchester United,1,4,Jonas Eriksson,VEB Arena,29073,2017
18/10/2017,8:45 pm,Regular round,Group A,CSKA Moscow,FC Basel 1893,0,2,Björn Kuipers,VEB Arena,27996,2017
18/10/2017,8:45 pm,Regular round,Group A,SL Benfica,Manchester United,0,1,Felix Zwayer,Estádio da Luz,57684,2017
31/10/2017,8:45 pm,Regular round,Group A,Manchester United,SL Benfica,2,0,Gediminas Mazeika,Old Trafford,74437,2017
31/10/2017,8:45 pm,Regular round,Group A,FC Basel 1893,CSKA Moscow,1,2,Milorad Mazic,St. Jakob-Park,33303,2017
22/11/2017,6:00 pm,Regular round,Group A,CSKA Moscow,SL Benfica,2,0,Deniz Aytekin,VEB Arena,27709,2017
22/11/2017,8:45 pm,Regular round,Group A,FC Basel 1893,Manchester United,1,0,Daniele Orsato,St. Jakob-Park,36000,2017
05/12/2017,8:45 pm,Regular round,Group A,Manchester United,CSKA Moscow,2,1,Gianluca Rocchi,Old Trafford,74669,2017
05/12/2017,8:45 pm,Regular round,Group A,SL Benfica,FC Basel 1893,0,2,Jesús Gil Manzano,Estádio da Luz,22470,2017
12/09/2017,8:45 pm,Regular round,Group B,Bayern Munich,RSC Anderlecht,3,0,Paolo Tagliavento,Allianz Arena,70000,2017
12/09/2017,8:45 pm,Regular round,Group B,Celtic FC,Paris Saint-Germain,0,5,Daniele Orsato,Celtic Park,57562,2017
27/09/2017,8:45 pm,Regular round,Group B,Paris Saint-Germain,Bayern Munich,3,0,Mateu Lahoz,Parc des Princes,46252,2017
27/09/2017,8:45 pm,Regular round,Group B,RSC Anderlecht,Celtic FC,0,3,Jesús Gil Manzano,Constant Vanden Stock Stadion,19898,2017
18/10/2017,8:45 pm,Regular round,Group B,RSC Anderlecht,Paris Saint-Germain,0,4,Pavel Kralovec,Constant Vanden Stock Stadion,19106,2017
18/10/2017,8:45 pm,Regular round,Group B,Bayern Munich,Celtic FC,3,0,Sergey Karasev,Allianz Arena,71137,2017
31/10/2017,8:45 pm,Regular round,Group B,Celtic FC,Bayern Munich,1,2,Danny Makkelie,Celtic Park,58269,2017
31/10/2017,8:45 pm,Regular round,Group B,Paris Saint-Germain,RSC Anderlecht,5,0,David Fernández Borbalán,Parc des Princes,46403,2017
22/11/2017,8:45 pm,Regular round,Group B,Paris Saint-Germain,Celtic FC,7,1,Anastasios Sidiropoulos,Parc des Princes,46288,2017
22/11/2017,8:45 pm,Regular round,Group B,RSC Anderlecht,Bayern Munich,1,2,Anthony Taylor,Constant Vanden Stock Stadion,19753,2017
05/12/2017,8:45 pm,Regular round,Group B,Celtic FC,RSC Anderlecht,0,1,Matej Jug,Celtic Park,57931,2017
05/12/2017,8:45 pm,Regular round,Group B,Bayern Munich,Paris Saint-Germain,3,1,Cüneyt Cakir,Allianz Arena,70000,2017
12/09/2017,8:45 pm,Regular round,Group C,Chelsea FC,Qarabağ FK,6,0,Anastasios Sidiropoulos,Stamford Bridge,41150,2017
12/09/2017,8:45 pm,Regular round,Group C,AS Roma,Atlético de Madrid,0,0,Milorad Mazic,Olimpico di Roma,36064,2017
27/09/2017,6:00 pm,Regular round,Group C,Qarabağ FK,AS Roma,1,2,Artur Soares Dias,Baku Olympic Stadium,67200,2017
27/09/2017,8:45 pm,Regular round,Group C,Atlético de Madrid,Chelsea FC,1,2,Cüneyt Cakir,Civitas Metropolitano,60643,2017
18/10/2017,6:00 pm,Regular round,Group C,Qarabağ FK,Atlético de Madrid,0,0,Ruddy Buquet,Baku Olympic Stadium,47923,2017
18/10/2017,8:45 pm,Regular round,Group C,Chelsea FC,AS Roma,3,3,Damir Skomina,Stamford Bridge,41105,2017
31/10/2017,8:45 pm,Regular round,Group C,AS Roma,Chelsea FC,3,0,Jonas Eriksson,Olimpico di Roma,55036,2017
31/10/2017,8:45 pm,Regular round,Group C,Atlético de Madrid,Qarabağ FK,1,1,Deniz Aytekin,Civitas Metropolitano,55893,2017
22/11/2017,6:00 pm,Regular round,Group C,Qarabağ FK,Chelsea FC,0,4,Jorge Sousa,Baku Olympic Stadium,67100,2017
22/11/2017,8:45 pm,Regular round,Group C,Atlético de Madrid,AS Roma,2,0,Björn Kuipers,Civitas Metropolitano,56253,2017
05/12/2017,8:45 pm,Regular round,Group C,AS Roma,Qarabağ FK,1,0,Tobias Stieler,Olimpico di Roma,34258,2017
05/12/2017,8:45 pm,Regular round,Group C,Chelsea FC,Atlético de Madrid,1,1,Danny Makkelie,Stamford Bridge,40875,2017
12/09/2017,8:45 pm,Regular round,Group D,FC Barcelona,Juventus FC,3,0,Damir Skomina,Spotify Camp Nou,78656,2017
12/09/2017,8:45 pm,Regular round,Group D,Olympiacos Piraeus,Sporting CP,2,3,Viktor Kassai,Stadio Georgios Karaiskakis,30168,2017
27/09/2017,8:45 pm,Regular round,Group D,Sporting CP,FC Barcelona,0,1,Ovidiu Hategan,Estádio José Alvalade XXI,48575,2017
27/09/2017,8:45 pm,Regular round,Group D,Juventus FC,Olympiacos Piraeus,2,0,Tobias Stieler,Allianz Stadium,33460,2017
18/10/2017,8:45 pm,Regular round,Group D,Juventus FC,Sporting CP,2,1,Michael Oliver,Allianz Stadium,36288,2017
18/10/2017,8:45 pm,Regular round,Group D,FC Barcelona,Olympiacos Piraeus,3,1,Willie Collum,Spotify Camp Nou,55026,2017
31/10/2017,8:45 pm,Regular round,Group D,Olympiacos Piraeus,FC Barcelona,0,0,Anthony Taylor,Stadio Georgios Karaiskakis,31600,2017
31/10/2017,8:45 pm,Regular round,Group D,Sporting CP,Juventus FC,1,1,Clément Turpin,Estádio José Alvalade XXI,48442,2017
22/11/2017,8:45 pm,Regular round,Group D,Sporting CP,Olympiacos Piraeus,3,1,Felix Zwayer,Estádio José Alvalade XXI,42528,2017
22/11/2017,8:45 pm,Regular round,Group D,Juventus FC,FC Barcelona,0,0,Milorad Mazic,Allianz Stadium,40876,2017
05/12/2017,8:45 pm,Regular round,Group D,Olympiacos Piraeus,Juventus FC,0,2,David Fernández Borbalán,Stadio Georgios Karaiskakis,29567,2017
05/12/2017,8:45 pm,Regular round,Group D,FC Barcelona,Sporting CP,2,0,Craig Thomson,Spotify Camp Nou,48336,2017
13/09/2017,8:45 pm,Regular round,Group E,NK Maribor,Spartak Moscow,1,1,Deniz Aytekin,Ljudski Vrt,12566,2017
13/09/2017,8:45 pm,Regular round,Group E,Liverpool FC,Sevilla FC,2,2,Danny Makkelie,Anfield,52332,2017
26/09/2017,8:45 pm,Regular round,Group E,Sevilla FC,NK Maribor,3,0,Aleksey Kulbakov,Ramón Sánchez-Pizjuán,34705,2017
26/09/2017,8:45 pm,Regular round,Group E,Spartak Moscow,Liverpool FC,1,1,Clément Turpin,Otkrytie Bank Arena,43376,2017
17/10/2017,8:45 pm,Regular round,Group E,Spartak Moscow,Sevilla FC,5,1,Gianluca Rocchi,Otkrytie Bank Arena,44307,2017
17/10/2017,8:45 pm,Regular round,Group E,NK Maribor,Liverpool FC,0,7,Viktor Kassai,Ljudski Vrt,12506,2017
01/11/2017,8:45 pm,Regular round,Group E,Liverpool FC,NK Maribor,3,0,Ivan Kruzliak,Anfield,47957,2017
01/11/2017,8:45 pm,Regular round,Group E,Sevilla FC,Spartak Moscow,2,1,Artur Soares Dias,Ramón Sánchez-Pizjuán,38002,2017
21/11/2017,6:00 pm,Regular round,Group E,Spartak Moscow,NK Maribor,1,1,Willie Collum,Otkrytie Bank Arena,42920,2017
21/11/2017,8:45 pm,Regular round,Group E,Sevilla FC,Liverpool FC,3,3,Dr. Felix Brych,Ramón Sánchez-Pizjuán,39495,2017
06/12/2017,8:45 pm,Regular round,Group E,Liverpool FC,Spartak Moscow,7,0,Szymon Marciniak,Anfield,48779,2017
06/12/2017,8:45 pm,Regular round,Group E,NK Maribor,Sevilla FC,1,1,Ovidiu Hategan,Ljudski Vrt,11976,2017
13/09/2017,8:45 pm,Regular round,Group F,Feyenoord Rotterdam,Manchester City,0,4,Szymon Marciniak,"Stadion Feyenoord ""De Kuip""",43500,2017
13/09/2017,8:45 pm,Regular round,Group F,Shakhtar Donetsk,SSC Napoli,2,1,Felix Zwayer,OSK Metalist,32769,2017
26/09/2017,8:45 pm,Regular round,Group F,Manchester City,Shakhtar Donetsk,2,0,Jorge Sousa,Etihad Stadium,45310,2017
26/09/2017,8:45 pm,Regular round,Group F,SSC Napoli,Feyenoord Rotterdam,3,1,Willie Collum,Stadio Diego Armando Maradona,22577,2017
17/10/2017,8:45 pm,Regular round,Group F,Feyenoord Rotterdam,Shakhtar Donetsk,1,2,Undiano Mallenco,"Stadion Feyenoord ""De Kuip""",43500,2017
17/10/2017,8:45 pm,Regular round,Group F,Manchester City,SSC Napoli,2,1,Mateu Lahoz,Etihad Stadium,48520,2017
01/11/2017,8:45 pm,Regular round,Group F,Shakhtar Donetsk,Feyenoord Rotterdam,3,1,Anastasios Sidiropoulos,OSK Metalist,24570,2017
01/11/2017,8:45 pm,Regular round,Group F,SSC Napoli,Manchester City,2,4,Dr. Felix Brych,Stadio Diego Armando Maradona,44483,2017
21/11/2017,8:45 pm,Regular round,Group F,SSC Napoli,Shakhtar Donetsk,3,0,Damir Skomina,Stadio Diego Armando Maradona,10573,2017
21/11/2017,8:45 pm,Regular round,Group F,Manchester City,Feyenoord Rotterdam,1,0,Ivan Kruzliak,Etihad Stadium,43548,2017
06/12/2017,8:45 pm,Regular round,Group F,Shakhtar Donetsk,Manchester City,2,1,Benoît Bastien,OSK Metalist,33154,2017
